url,volume,date,reo,ambiguous,other,percent,retrieved,format,incomplete
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=570;num=524,A,"Tuesday, 4th September, 1855",7,103,1301,0.54,2018-01-17 17:39:12.873102,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=572;num=526,A,"Wednesday, 5th September, 1855",1,87,847,0.12,2018-01-17 17:39:16.601192,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=574;num=528,A,"Thursday, 6th September, 1855",1,17,205,0.49,2018-01-17 17:39:20.649529,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=574;num=528,A,"Thursday, 6th September, 1855",9,385,3275,0.27,2018-01-17 17:39:20.649529,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=578;num=532,A,"Fviday, 7th September, 1855",0,31,245,0,2018-01-17 17:39:29.918451,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=579;num=533,A,"Friday, 7th September, 1855",10,327,3081,0.32,2018-01-17 17:39:32.234257,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=583;num=537,A,"Tuesday, llth September, 1855",0,23,209,0,2018-01-17 17:39:41.701066,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=583;num=537,A,"Tuesday, llth September, 1855",10,622,5975,0.17,2018-01-17 17:39:41.701066,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=590;num=544,A,"Wednesday, 12th September, 1855",7,396,4384,0.16,2018-01-17 17:39:56.563785,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=595;num=549,A,"Thursday, 13th September, 1855",7,249,2838,0.25,2018-01-17 17:40:12.047601,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=599;num=553,A,"Friday, 14th September, 1855",1,182,2081,0.05,2018-01-17 17:40:21.009890,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740171;page=ssd;view=plaintext;seq=602;num=556,A,"Saturday, 15th September, 1855",1,87,1354,0.07,2018-01-17 17:40:27.907954,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=51;num=1,B,"Tuesday, 15th April, 1556",1,121,1352,0.07,2018-01-17 17:43:37.552676,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=53;num=3,B,"Tuesday, 15th April, 1856",1,42,430,0.23,2018-01-17 17:43:42.397404,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=53;num=3,B,"Thursday, 17th April, 1856",0,89,619,0,2018-01-17 17:43:42.397404,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=54;num=4,B,"Thursday, 17th April, 18S6",5,324,3156,0.16,2018-01-17 17:43:44.653201,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=58;num=8,B,"Friday, 18th April, 1SJ6",0,34,316,0,2018-01-17 17:43:54.061871,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=58;num=8,B,"Friday, l&Ui April, 1856",5,226,2078,0.24,2018-01-17 17:43:54.061871,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=61;num=11,B,"Friday, 25th April, 1856",1,118,1287,0.08,2018-01-17 17:44:02.360724,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=62;num=12,B,"Friday, 25tk April, 1856",15,1171,10174,0.15,2018-01-17 17:44:04.934063,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=73;num=23,B,"Monday, 28tU April, 1856",5,635,6760,0.07,2018-01-17 17:44:34.368349,OCR,
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740189;page=ssd;view=plaintext;seq=81;num=31,B,"Tuesday, 29th April, 1856",0,72,752,0,2018-01-17 17:44:56.743139,OCR,
