Date retreived,Hansard document url,Wā,Title,Te Reo length,Ambiguous length,Other length,Is Māori (%),Awaiting authorised reo
2018-01-10 16:07:56.949850,/en/pb/hansard-debates/rhr/document/47HansD_20030211/volume-606-week-14-tuesday-11-february-2003,11-Feb-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 11 February 2003  ",259,2914,52573,0.49023319200484555,
2018-01-10 16:07:59.270646,/en/pb/hansard-debates/rhr/document/47HansD_20030212/volume-606-week-14-wednesday-12-february-2003,12-Feb-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 12 February 2003  ",483,3157,49777,0.9610027855153204,
2018-01-10 16:08:01.563370,/en/pb/hansard-debates/rhr/document/47HansD_20030213/volume-606-week-14-thursday-13-february-2003,13-Feb-2003  ,"Parliamentary Debates (Hansard) for Thursday, 13 February 2003  ",331,1923,29972,1.0923010923010923,
2018-01-10 16:08:03.462564,/en/pb/hansard-debates/rhr/document/47HansD_20030218/volume-606-week-15-tuesday-18-february-2003,18-Feb-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 18 February 2003  ",77,2615,46391,0.16570543169492985,
2018-01-10 16:08:05.845430,/en/pb/hansard-debates/rhr/document/47HansD_20030219/volume-606-week-15-wednesday-19-february-2003,19-Feb-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 19 February 2003  ",108,2946,47839,0.2252487121196321,
2018-01-10 16:08:08.067323,/en/pb/hansard-debates/rhr/document/47HansD_20030220/volume-606-week-15-thursday-20-february-2003,20-Feb-2003  ,"Parliamentary Debates (Hansard) for Thursday, 20 February 2003  ",74,1757,30216,0.24430505117200396,
2018-01-10 16:08:10.001101,/en/pb/hansard-debates/rhr/document/47HansD_20030225/volume-606-week-16-tuesday-25-february-2003,25-Feb-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 25 February 2003  ",114,2576,44210,0.2571970038805162,
2018-01-10 16:08:12.633952,/en/pb/hansard-debates/rhr/document/47HansD_20030226/volume-606-week-16-wednesday-26-february-2003,26-Feb-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 26 February 2003  ",190,2967,44648,0.4237477139925956,
2018-01-10 16:08:15.159530,/en/pb/hansard-debates/rhr/document/47HansD_20030227/volume-606-week-16-thursday-27-february-2003,27-Feb-2003  ,"Parliamentary Debates (Hansard) for Thursday, 27 February 2003  ",143,1881,30427,0.4677788681714099,
2018-01-10 16:08:17.395184,/en/pb/hansard-debates/rhr/document/47HansD_20030304/volume-606-week-17-tuesday-4-march-2003,04-Mar-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 4 March 2003  ",133,2521,42076,0.3150986756378971,
2018-01-10 16:08:19.761849,/en/pb/hansard-debates/rhr/document/47HansD_20030305/volume-606-week-17-wednesday-5-march-2003,05-Mar-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 5 March 2003  ",141,3116,49539,0.28381642512077293,
2018-01-10 16:08:22.234776,/en/pb/hansard-debates/rhr/document/47HansD_20030306/volume-606-week-17-thursday-6-march-2003,06-Mar-2003  ,"Parliamentary Debates (Hansard) for Thursday, 6 March 2003  ",116,1743,27452,0.4207777132907719,
2018-01-10 16:08:24.110272,/en/pb/hansard-debates/rhr/document/47HansD_20030318/volume-607-week-18-tuesday-18-march-2003,18-Mar-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 18 March 2003  ",191,2898,49336,0.3856482322773437,
2018-01-10 16:08:26.513748,/en/pb/hansard-debates/rhr/document/47HansD_20030319/volume-607-week-18-wednesday-19-march-2003,19-Mar-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 19 March 2003  ",336,2939,46696,0.7144072121109032,
2018-01-10 16:08:28.909166,/en/pb/hansard-debates/rhr/document/47HansD_20030320/volume-607-week-18-thursday-20-march-2003,20-Mar-2003  ,"Parliamentary Debates (Hansard) for Thursday, 20 March 2003  ",230,1860,30741,0.7426302024474508,
2018-01-10 16:08:30.971357,/en/pb/hansard-debates/rhr/document/47HansD_20030325/volume-607-week-19-tuesday-25-march-2003,25-Mar-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 25 March 2003  ",174,2990,46014,0.3767212262925435,
2018-01-10 16:08:33.427995,/en/pb/hansard-debates/rhr/document/47HansD_20030326/volume-607-week-19-wednesday-26-march-2003,26-Mar-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 26 March 2003  ",308,3242,47935,0.6384345915469601,
2018-01-10 16:08:35.773127,/en/pb/hansard-debates/rhr/document/47HansD_20030327/volume-607-week-19-thursday-27-march-2003,27-Mar-2003  ,"Parliamentary Debates (Hansard) for Thursday, 27 March 2003  ",65,1481,25150,0.2577830656355344,
2018-01-10 16:08:37.553699,/en/pb/hansard-debates/rhr/document/47HansD_20030401/volume-607-week-20-tuesday-1-april-2003,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003  ",54,3270,50984,0.10580351894666719,
2018-01-10 16:09:12.023685,/en/pb/hansard-debates/rhr/document/47HansD_20030402/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Wednesday, 2 April 2003)  ",1126,5969,97116,1.1461493047779971,
2018-01-10 16:09:37.361015,/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",481,4216,66407,0.7191125463461309,
2018-01-10 16:09:40.273370,/en/pb/hansard-debates/rhr/document/47HansD_20030408/volume-607-week-21-tuesday-8-april-2003,08-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 8 April 2003  ",617,2517,38399,1.5814025015378306,
2018-01-10 16:09:42.532217,/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",950,3061,44759,2.078365310989083,
2018-01-10 16:09:45.033144,/en/pb/hansard-debates/rhr/document/47HansD_20030410/volume-607-week-21-thursday-10-april-2003,10-Apr-2003  ,"Parliamentary Debates (Hansard) for Thursday, 10 April 2003  ",266,1566,25925,1.0156160513153374,
2018-01-10 16:09:46.925221,/en/pb/hansard-debates/rhr/document/47HansD_20030429/volume-608-week-22-tuesday-29-april-2003,29-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 29 April 2003  ",172,2962,45586,0.37589055465710913,
2018-01-10 16:09:49.492890,/en/pb/hansard-debates/rhr/document/47HansD_20030430/volume-608-week-22-wednesday-30-april-2003,30-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 30 April 2003  ",284,2926,44634,0.6322632352286388,
2018-01-10 16:09:51.783163,/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",1391,2260,27494,4.815648260342739,
2018-01-10 16:09:54.214116,/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",731,6606,98063,0.7399234771342389,
2018-01-10 16:09:58.807584,/en/pb/hansard-debates/rhr/document/47HansD_20030507/volume-608-week-23-wednesday-7-may-2003,07-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 7 May 2003  ",311,3099,49578,0.6233839122852733,
2018-01-10 16:10:01.704289,/en/pb/hansard-debates/rhr/document/47HansD_20030508/volume-608-week-23-thursday-8-may-2003,08-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 8 May 2003  ",146,1720,26507,0.5477807376280344,
2018-01-10 16:10:03.720471,/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",932,2979,49546,1.846348904473236,
2018-01-10 16:10:06.251072,/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",323,3176,50135,0.6401363510246145,
2018-01-10 16:10:08.666551,/en/pb/hansard-debates/rhr/document/47HansD_20030515/volume-608-week-24-thursday-15-may-2003,15-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 15 May 2003  ",37,1936,32734,0.11290470232827805,
2018-01-10 16:10:10.682544,/en/pb/hansard-debates/rhr/document/47HansD_20030520/volume-608-week-25-tuesday-20-may-2003,20-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 20 May 2003  ",387,2981,49599,0.7742167806985956,
2018-01-10 16:10:13.200638,/en/pb/hansard-debates/rhr/document/47HansD_20030521/volume-608-week-25-wednesday-21-may-2003,21-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 21 May 2003  ",472,3119,50531,0.9254357586808619,
2018-01-10 16:10:15.734330,/en/pb/hansard-debates/rhr/document/47HansD_20030522/volume-608-week-25-thursday-22-may-2003,22-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 22 May 2003  ",94,1876,30087,0.3114542261687817,
2018-01-10 16:10:17.711349,/en/pb/hansard-debates/rhr/document/47HansD_20030610/volume-609-week-26-tuesday-10-june-2003,10-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 10 June 2003  ",253,2992,51414,0.48967426016606347,
2018-01-10 16:10:20.493675,/en/pb/hansard-debates/rhr/document/47HansD_20030611/volume-609-week-26-wednesday-11-june-2003,11-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 11 June 2003  ",126,2598,35888,0.34986394180041097,
2018-01-10 16:10:22.619886,/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",447,1840,28049,1.5686412128017968,
2018-01-10 16:10:24.681067,/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",213,2611,40679,0.5208842805438717,
2018-01-10 16:10:27.311516,/en/pb/hansard-debates/rhr/document/47HansD_20030618/volume-609-week-27-wednesday-18-june-2003,18-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 18 June 2003  ",272,3290,50767,0.5329258018378104,
2018-01-10 16:10:29.798223,/en/pb/hansard-debates/rhr/document/47HansD_20030619/volume-609-week-27-thursday-19-june-2003,19-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 19 June 2003  ",114,1857,29757,0.38164105654313546,
2018-01-10 16:10:31.793438,/en/pb/hansard-debates/rhr/document/47HansD_20030624/volume-609-week-28-tuesday-24-june-2003,24-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 24 June 2003  ",108,2846,44898,0.23996800426609785,
2018-01-10 16:10:34.234777,/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",332,3214,48506,0.6797985175478112,
2018-01-10 16:10:36.591271,/en/pb/hansard-debates/rhr/document/47HansD_20030626/volume-609-week-28-thursday-26-june-2003,26-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 26 June 2003  ",103,1755,29948,0.342750657216066,
2018-01-10 16:10:38.519436,/en/pb/hansard-debates/rhr/document/47HansD_20030701/volume-609-week-29-tuesday-1-july-2003,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003  ",125,3040,50806,0.24543009169268226,
2018-01-10 16:10:41.430680,/en/pb/hansard-debates/rhr/document/47HansD_20030702/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Wednesday, 2 July 2003)  ",115,5451,92760,0.12382234185733512,
2018-01-10 16:10:45.457976,/en/pb/hansard-debates/rhr/document/47HansD_20030703/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Thursday, 3 July 2003)  ",79,5560,93056,0.08482310624362485,
2018-01-10 16:10:48.985219,/en/pb/hansard-debates/rhr/document/47HansD_20030704/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Friday, 4 July 2003)  ",37,1986,33992,0.10873078844514973,
2018-01-10 16:10:51.037930,/en/pb/hansard-debates/rhr/document/47HansD_20030722/volume-610-week-30-tuesday-22-july-2003,22-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 22 July 2003  ",140,2762,47351,0.29479269756374893,
2018-01-10 16:10:53.530652,/en/pb/hansard-debates/rhr/document/47HansD_20030723/volume-610-week-30-wednesday-23-july-2003,23-Jul-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 23 July 2003  ",503,3037,45662,1.0895700205783603,
2018-01-10 16:10:55.810130,/en/pb/hansard-debates/rhr/document/47HansD_20030724/volume-610-week-30-thursday-24-july-2003,24-Jul-2003  ,"Parliamentary Debates (Hansard) for Thursday, 24 July 2003  ",39,1741,28944,0.13456163958182382,
2018-01-10 16:10:57.759110,/en/pb/hansard-debates/rhr/document/47HansD_20030729/volume-610-week-31-tuesday-29-july-2003,29-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 29 July 2003  ",33,2936,49801,0.06621984990167355,
2018-01-10 16:11:00.224650,/en/pb/hansard-debates/rhr/document/47HansD_20030730/volume-610-week-31-wednesday-30-july-2003,30-Jul-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 30 July 2003  ",456,3257,47628,0.9483404042924881,
2018-01-10 16:11:02.463395,/en/pb/hansard-debates/rhr/document/47HansD_20030731/volume-610-week-31-thursday-31-july-2003,31-Jul-2003  ,"Parliamentary Debates (Hansard) for Thursday, 31 July 2003  ",79,1463,27513,0.28631487387648596,
2018-01-10 16:11:04.462431,/en/pb/hansard-debates/rhr/document/47HansD_20030805/volume-610-week-32-tuesday-5-august-2003,05-Aug-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 5 August 2003  ",43,2572,48060,0.0893915140427832,
2018-01-10 16:11:06.956639,/en/pb/hansard-debates/rhr/document/47HansD_20030806/volume-610-week-32-wednesday-6-august-2003,06-Aug-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 6 August 2003  ",149,3302,51719,0.2872676794941004,
2018-01-10 16:11:09.675998,/en/pb/hansard-debates/rhr/document/47HansD_20030807/volume-610-week-32-wednesday-6-august-2003-continued,06-Aug-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 6 August 2003(continued on Thursday, 7 August 2003)  ",98,4184,59676,0.16395088165423094,
2018-01-10 16:11:12.438646,/en/pb/hansard-debates/rhr/document/47HansD_20030812/volume-610-week-33-tuesday-12-august-2003,12-Aug-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 12 August 2003  ",131,2626,45117,0.289515558698727,
2018-01-10 16:11:14.902309,/en/pb/hansard-debates/rhr/document/47HansD_20030813/volume-610-week-33-wednesday-13-august-2003,13-Aug-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 13 August 2003  ",133,3520,50984,0.2601874131893499,
2018-01-10 16:11:17.477093,/en/pb/hansard-debates/rhr/document/47HansD_20030814/volume-610-week-33-thursday-14-august-2003,14-Aug-2003  ,"Parliamentary Debates (Hansard) for Thursday, 14 August 2003  ",54,1376,25364,0.2124478715870643,
2018-01-10 16:11:19.325267,/en/pb/hansard-debates/rhr/document/47HansD_20030826/volume-611-week-34-tuesday-26-august-2003,26-Aug-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 26 August 2003  ",339,2493,44284,0.7596979136319835,
2018-01-10 16:11:21.728293,/en/pb/hansard-debates/rhr/document/47HansD_20030827/volume-611-week-34-wednesday-27-august-2003,27-Aug-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 27 August 2003  ",90,2813,42820,0.20974131903985085,
2018-01-10 16:11:24.028034,/en/pb/hansard-debates/rhr/document/47HansD_20030828/volume-611-week-34-thursday-28-august-2003,28-Aug-2003  ,"Parliamentary Debates (Hansard) for Thursday, 28 August 2003  ",104,1531,25578,0.4049528852893077,
2018-01-10 16:11:25.869552,/en/pb/hansard-debates/rhr/document/47HansD_20030902/volume-611-week-35-tuesday-2-september-2003,02-Sep-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 2 September 2003  ",55,2865,46830,0.11730830756105365,
2018-01-10 16:11:28.322336,/en/pb/hansard-debates/rhr/document/47HansD_20030903/volume-611-week-35-wednesday-3-september-2003,03-Sep-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 3 September 2003  ",142,2652,42793,0.3307325026202399,
2018-01-10 16:11:30.652165,/en/pb/hansard-debates/rhr/document/47HansD_20030904/volume-611-week-35-thursday-4-september-2003,04-Sep-2003  ,"Parliamentary Debates (Hansard) for Thursday, 4 September 2003  ",39,1866,29802,0.13069267115713282,
2018-01-10 16:11:32.668539,/en/pb/hansard-debates/rhr/document/47HansD_20030909/volume-611-week-36-tuesday-9-september-2003,09-Sep-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 9 September 2003  ",188,2645,41191,0.45433674085888975,
2018-01-10 16:11:35.056503,/en/pb/hansard-debates/rhr/document/47HansD_20030910/volume-611-week-36-wednesday-10-september-2003,10-Sep-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 10 September 2003  ",210,2953,49321,0.4239769033534554,
2018-01-10 16:11:37.473573,/en/pb/hansard-debates/rhr/document/47HansD_20030911/volume-611-week-36-thursday-11-september-2003,11-Sep-2003  ,"Parliamentary Debates (Hansard) for Thursday, 11 September 2003  ",69,1540,28759,0.23935063133065076,
2018-01-10 16:11:39.382268,/en/pb/hansard-debates/rhr/document/47HansD_20030916/volume-611-week-37-tuesday-16-september-2003,16-Sep-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 16 September 2003  ",36,3000,46424,0.07748600947051226,
2018-01-10 16:11:42.166919,/en/pb/hansard-debates/rhr/document/47HansD_20030917/volume-611-week-37-wednesday-17-september-2003,17-Sep-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 17 September 2003  ",83,3384,48016,0.17256076009896257,
2018-01-10 16:11:44.836500,/en/pb/hansard-debates/rhr/document/47HansD_20030918/volume-611-week-37-thursday-18-september-2003,18-Sep-2003  ,"Parliamentary Debates (Hansard) for Thursday, 18 September 2003  ",51,1725,26991,0.18859551808298203,
2018-01-10 16:11:46.729905,/en/pb/hansard-debates/rhr/document/47HansD_20031007/volume-612-week-38-tuesday-7-october-2003,07-Oct-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 7 October 2003  ",269,2679,47464,0.5635514214484738,
2018-01-10 16:11:49.209225,/en/pb/hansard-debates/rhr/document/47HansD_20031008/volume-612-week-38-wednesday-8-october-2003,08-Oct-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 8 October 2003  ",214,3188,46303,0.46004686458714017,
2018-01-10 16:11:51.942047,/en/pb/hansard-debates/rhr/document/47HansD_20031009/volume-612-week-38-thursday-9-october-2003,09-Oct-2003  ,"Parliamentary Debates (Hansard) for Thursday, 9 October 2003  ",143,1518,23623,0.6016999074307835,
2018-01-10 16:11:53.792350,/en/pb/hansard-debates/rhr/document/47HansD_20031014/volume-612-week-39-tuesday-14-october-2003,14-Oct-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 14 October 2003  ",288,2776,51022,0.5612940947183784,
2018-01-10 16:11:56.372621,/en/pb/hansard-debates/rhr/document/47HansD_20031015/volume-612-week-39-wednesday-15-october-2003,15-Oct-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 15 October 2003  ",141,3648,49879,0.2818872451019592,
2018-01-10 16:11:58.948669,/en/pb/hansard-debates/rhr/document/47HansD_20031016/volume-612-week-39-thursday-16-october-2003,16-Oct-2003  ,"Parliamentary Debates (Hansard) for Thursday, 16 October 2003  ",95,1823,28564,0.33148400153529434,
2018-01-10 16:12:00.863537,/en/pb/hansard-debates/rhr/document/47HansD_20031021/volume-612-week-40-tuesday-21-october-2003,21-Oct-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 21 October 2003  ",76,2779,47733,0.15896588508439832,
2018-01-10 16:12:03.592728,/en/pb/hansard-debates/rhr/document/47HansD_20031022/volume-612-week-40-tuesday-21-october-2003-continued,21-Oct-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 21 October 2003(continued on Wednesday, 22 October 2003)  ",58,5780,95223,0.0608725769041047,
2018-01-10 16:12:07.363270,/en/pb/hansard-debates/rhr/document/47HansD_20031023/volume-612-week-40-tuesday-21-october-2003-continued,21-Oct-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 21 October 2003(continued on Thursday, 23 October 2003)  ",86,3110,51955,0.16525431871024768,
2018-01-10 16:12:09.855099,/en/pb/hansard-debates/rhr/document/47HansD_20031104/volume-613-week-41-tuesday-4-november-2003,04-Nov-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 4 November 2003  ",101,2855,47863,0.21057459761487782,
2018-01-10 16:12:12.352159,/en/pb/hansard-debates/rhr/document/47HansD_20031105/volume-613-week-41-wednesday-5-november-2003,05-Nov-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 5 November 2003  ",102,2960,49394,0.2060772587683853,
2018-01-10 16:12:14.848077,/en/pb/hansard-debates/rhr/document/47HansD_20031106/volume-613-week-41-thursday-6-november-2003,06-Nov-2003  ,"Parliamentary Debates (Hansard) for Thursday, 6 November 2003  ",56,1681,29907,0.18689717318025564,
2018-01-10 16:12:16.754310,/en/pb/hansard-debates/rhr/document/47HansD_20031111/volume-613-week-42-tuesday-11-november-2003,11-Nov-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 11 November 2003  ",61,2800,45254,0.13461326271653978,
2018-01-10 16:12:19.295835,/en/pb/hansard-debates/rhr/document/47HansD_20031112/volume-613-week-42-wednesday-12-november-2003,12-Nov-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 12 November 2003  ",120,3492,50641,0.23640196213628573,
2018-01-10 16:12:22.212660,/en/pb/hansard-debates/rhr/document/47HansD_20031113/volume-613-week-42-thursday-13-november-2003,13-Nov-2003  ,"Parliamentary Debates (Hansard) for Thursday, 13 November 2003  ",31,1354,24027,0.12885526643943804,
2018-01-10 16:12:24.003841,/en/pb/hansard-debates/rhr/document/47HansD_20031118/volume-613-week-43-tuesday-18-november-2003,18-Nov-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 18 November 2003  ",693,2756,47415,1.4405088550760787,
2018-01-10 16:12:26.533929,/en/pb/hansard-debates/rhr/document/47HansD_20031119/volume-613-week-43-wednesday-19-november-2003,19-Nov-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 19 November 2003  ",188,2874,48504,0.3861003861003861,
2018-01-10 16:12:28.822690,/en/pb/hansard-debates/rhr/document/47HansD_20031120/volume-613-week-43-thursday-20-november-2003,20-Nov-2003  ,"Parliamentary Debates (Hansard) for Thursday, 20 November 2003  ",362,1801,29980,1.1930657174873114,
2018-01-10 16:12:30.795332,/en/pb/hansard-debates/rhr/document/47HansD_20031202/volume-614-week-44-tuesday-2-december-2003,02-Dec-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 2 December 2003  ",30,3103,47825,0.06268937415108139,
2018-01-10 16:12:33.459085,/en/pb/hansard-debates/rhr/document/47HansD_20031203/volume-614-week-44-wednesday-3-december-2003,03-Dec-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 3 December 2003  ",128,2991,48499,0.2632282476813293,
2018-01-10 16:12:35.892559,/en/pb/hansard-debates/rhr/document/47HansD_20031204/volume-614-week-44-thursday-4-december-2003,04-Dec-2003  ,"Parliamentary Debates (Hansard) for Thursday, 4 December 2003  ",635,1768,29874,2.081353043364253,
2018-01-10 16:12:37.881657,/en/pb/hansard-debates/rhr/document/47HansD_20031209/volume-614-week-45-tuesday-9-december-2003,09-Dec-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 9 December 2003  ",171,2861,46553,0.36597894015923293,
2018-01-10 16:12:40.343503,/en/pb/hansard-debates/rhr/document/47HansD_20031210/volume-614-week-45-wednesday-10-december-2003,10-Dec-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 10 December 2003  ",183,2661,49638,0.3673149876558078,
2018-01-10 16:12:42.737196,/en/pb/hansard-debates/rhr/document/47HansD_20031211/volume-614-week-45-thursday-11-december-2003,11-Dec-2003  ,"Parliamentary Debates (Hansard) for Thursday, 11 December 2003  ",66,1674,30130,0.21857199629089946,
2018-01-10 16:12:44.659676,/en/pb/hansard-debates/rhr/document/47HansD_20031216/volume-614-week-46-tuesday-16-december-2003,16-Dec-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 16 December 2003  ",208,2798,44837,0.46176046176046176,
2018-01-10 16:12:47.138545,/en/pb/hansard-debates/rhr/document/47HansD_20040210/volume-615-week-47-tuesday-10-february-2004,10-Feb-2004  ,"Parliamentary Debates (Hansard) for Tuesday, 10 February 2004  ",383,2994,50845,0.747638010463028,
2018-01-10 16:12:49.493775,/en/pb/hansard-debates/rhr/document/47HansD_20040211/volume-615-week-47-wednesday-11-february-2004,11-Feb-2004  ,"Parliamentary Debates (Hansard) for Wednesday, 11 February 2004  ",670,3064,50279,1.3150405307268052,
2018-01-10 16:12:51.929849,/en/pb/hansard-debates/rhr/document/47HansD_20040212/volume-615-week-47-thursday-12-february-2004,12-Feb-2004  ,"Parliamentary Debates (Hansard) for Thursday, 12 February 2004  ",548,1970,30528,1.7634187154073884,
2018-01-10 16:12:53.808575,/en/pb/hansard-debates/rhr/document/47HansD_20040217/volume-615-week-48-tuesday-17-february-2004,17-Feb-2004  ,"Parliamentary Debates (Hansard) for Tuesday, 17 February 2004  ",153,2720,48379,0.3152559136240007,
2018-01-10 16:12:56.162902,/en/pb/hansard-debates/rhr/document/47HansD_20040218/volume-615-week-48-wednesday-18-february-2004,18-Feb-2004  ,"Parliamentary Debates (Hansard) for Wednesday, 18 February 2004  ",283,2848,49325,0.5704725044347686,
2018-01-10 16:12:58.739384,/en/pb/hansard-debates/rhr/document/47HansD_20040219/volume-615-week-48-thursday-19-february-2004,19-Feb-2004  ,"Parliamentary Debates (Hansard) for Thursday, 19 February 2004  ",45,1593,27430,0.1637852593266606,
2018-01-10 16:13:00.589745,/en/pb/hansard-debates/rhr/document/47HansD_20040224/volume-615-week-49-tuesday-24-february-2004,24-Feb-2004  ,"Parliamentary Debates (Hansard) for Tuesday, 24 February 2004  ",109,2808,46430,0.23421216614022647,
2018-01-10 16:13:02.994105,/en/pb/hansard-debates/rhr/document/47HansD_20040225/volume-615-week-49-wednesday-25-february-2004,25-Feb-2004  ,"Parliamentary Debates (Hansard) for Wednesday, 25 February 2004  ",156,2775,45779,0.3396103189289213,
2018-01-10 16:13:05.390391,/en/pb/hansard-debates/rhr/document/47HansD_20040226/volume-615-week-49-thursday-26-february-2004,26-Feb-2004  ,"Parliamentary Debates (Hansard) for Thursday, 26 February 2004  ",163,1869,30043,0.5396278884989737,
2018-01-10 16:13:07.364090,/en/pb/hansard-debates/rhr/document/47HansD_20040302/volume-615-week-50-tuesday-2-march-2004,02-Mar-2004  ,"Parliamentary Debates (Hansard) for Tuesday, 2 March 2004  ",54,2746,46388,0.11627406227122002,
2018-01-10 16:13:09.801538,/en/pb/hansard-debates/rhr/document/47HansD_20040303/volume-615-week-50-wednesday-3-march-2004,03-Mar-2004  ,"Parliamentary Debates (Hansard) for Wednesday, 3 March 2004  ",125,3618,49958,0.24958568775832118,
