Date retreived,Hansard document url,Wā,Title,Te Reo length,Ambiguous length,Other length,Is Māori (%),Awaiting authorised reo
2018-01-10 16:32:21.346317,/en/pb/hansard-debates/rhr/document/49HansD_20090917/volume-657-week-24-tuesday-15-september-2009-continued,15-Sep-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 15 September 2009(continued on Thursday, 17 September 2009)  ",804,4584,73956,1.0754414125200642,
2018-01-10 16:32:24.639106,/en/pb/hansard-debates/rhr/document/49HansD_20090922/volume-657-week-25-tuesday-22-september-2009,22-Sep-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 22 September 2009  ",1267,3265,48064,2.568364719952971,
2018-01-10 16:32:26.953024,/en/pb/hansard-debates/rhr/document/49HansD_20090923/volume-657-week-25-wednesday-23-september-2009,23-Sep-2009  ,"Parliamentary Debates (Hansard) for Wednesday, 23 September 2009  ",234,1732,30758,0.7550335570469798,
2018-01-10 16:32:28.856896,/en/pb/hansard-debates/rhr/document/49HansD_20090924/volume-657-week-25-thursday-24-september-2009,24-Sep-2009  ,"Parliamentary Debates (Hansard) for Thursday, 24 September 2009  ",745,2711,43244,1.69360521948669,
2018-01-10 16:32:31.115403,/en/pb/hansard-debates/rhr/document/49HansD_20091013/volume-658-week-26-tuesday-13-october-2009,13-Oct-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 13 October 2009  ",296,3281,51709,0.569176040765311,
2018-01-10 16:32:33.742307,/en/pb/hansard-debates/rhr/document/49HansD_20091014/volume-658-week-26-wednesday-14-october-2009,14-Oct-2009  ,"Parliamentary Debates (Hansard) for Wednesday, 14 October 2009  ",290,3177,47785,0.6032241289651586,
2018-01-10 16:32:36.304318,/en/pb/hansard-debates/rhr/document/49HansD_20091015/volume-658-week-26-thursday-15-october-2009,15-Oct-2009  ,"Parliamentary Debates (Hansard) for Thursday, 15 October 2009  ",82,3289,49584,0.16510288728707767,
2018-01-10 16:32:38.849257,/en/pb/hansard-debates/rhr/document/49HansD_20091020/volume-658-week-27-tuesday-20-october-2009,20-Oct-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 20 October 2009  ",408,3511,53186,0.7612792476769787,
2018-01-10 16:32:41.570955,/en/pb/hansard-debates/rhr/document/49HansD_20091021/volume-658-week-27-tuesday-20-october-2009-continued,20-Oct-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 20 October 2009(continued on Wednesday, 21 October 2009)  ",186,4673,71820,0.2583118073493875,
2018-01-10 16:32:44.478484,/en/pb/hansard-debates/rhr/document/49HansD_20091022/volume-658-week-27-thursday-22-october-2009,22-Oct-2009  ,"Parliamentary Debates (Hansard) for Thursday, 22 October 2009  ",152,1308,21667,0.6966405426463175,
2018-01-10 16:32:46.164953,/en/pb/hansard-debates/rhr/document/49HansD_20091027/volume-658-week-28-tuesday-27-october-2009,27-Oct-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 27 October 2009  ",181,2877,49996,0.36072304043685355,
2018-01-10 16:32:49.520635,/en/pb/hansard-debates/rhr/document/49HansD_20091028/volume-658-week-28-tuesday-27-october-2009-continued,27-Oct-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 27 October 2009(continued on Wednesday, 28 October 2009)  ",1761,4811,75678,2.274047960330066,
2018-01-10 16:32:52.651060,/en/pb/hansard-debates/rhr/document/49HansD_20091029/volume-658-week-28-thursday-29-october-2009,29-Oct-2009  ,"Parliamentary Debates (Hansard) for Thursday, 29 October 2009  ",114,1895,30679,0.3702140096775241,
2018-01-10 16:32:54.530032,/en/pb/hansard-debates/rhr/document/49HansD_20091117/volume-659-week-29-tuesday-17-november-2009,17-Nov-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 17 November 2009  ",1448,2915,48345,2.9080392826300887,
2018-01-10 16:32:56.962363,/en/pb/hansard-debates/rhr/document/49HansD_20091118/volume-659-week-29-wednesday-18-november-2009,18-Nov-2009  ,"Parliamentary Debates (Hansard) for Wednesday, 18 November 2009  ",334,2286,40221,0.8235729256565159,
2018-01-10 16:32:59.145853,/en/pb/hansard-debates/rhr/document/49HansD_20091119/volume-659-week-29-thursday-19-november-2009,19-Nov-2009  ,"Parliamentary Debates (Hansard) for Thursday, 19 November 2009  ",975,2083,29632,3.1855457901787174,
2018-01-10 16:33:01.121398,/en/pb/hansard-debates/rhr/document/49HansD_20091124/volume-659-week-30-tuesday-24-november-2009,24-Nov-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 24 November 2009  ",477,3170,53075,0.8907230355542277,
2018-01-10 16:33:04.109619,/en/pb/hansard-debates/rhr/document/49HansD_20091125/volume-659-week-30-tuesday-24-november-2009-continued,24-Nov-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 24 November 2009(continued on Wednesday, 25 November 2009)  ",899,5750,103070,0.8646808183208456,
2018-01-10 16:33:08.516696,/en/pb/hansard-debates/rhr/document/49HansD_20091126/volume-659-week-30-tuesday-24-november-2009-continued,24-Nov-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 24 November 2009(continued on Thursday, 26 November 2009)  ",311,5330,83612,0.3705777915470133,
2018-01-10 16:33:13.744837,/en/pb/hansard-debates/rhr/document/49HansD_20091208/volume-659-week-31-tuesday-8-december-2009,08-Dec-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 8 December 2009  ",1180,3098,48654,2.367861299514388,
2018-01-10 16:33:16.200077,/en/pb/hansard-debates/rhr/document/49HansD_20091209/volume-659-week-31-wednesday-9-december-2009,09-Dec-2009  ,"Parliamentary Debates (Hansard) for Wednesday, 9 December 2009  ",629,2929,45166,1.3735123921825527,
2018-01-10 16:33:18.495379,/en/pb/hansard-debates/rhr/document/49HansD_20091210/volume-659-week-31-thursday-10-december-2009,10-Dec-2009  ,"Parliamentary Debates (Hansard) for Thursday, 10 December 2009  ",457,1931,30451,1.478581596997541,
2018-01-10 16:33:20.463088,/en/pb/hansard-debates/rhr/document/49HansD_20091215/volume-659-week-32-tuesday-15-december-2009,15-Dec-2009  ,"Parliamentary Debates (Hansard) for Tuesday, 15 December 2009  ",473,2879,49462,0.9472314008210674,
2018-01-10 16:33:22.887080,/en/pb/hansard-debates/rhr/document/49HansD_20091216/volume-659-week-32-wednesday-16-december-2009,16-Dec-2009  ,"Parliamentary Debates (Hansard) for Wednesday, 16 December 2009  ",858,2209,31843,2.6237729733035686,
2018-01-10 16:33:24.895064,/en/pb/hansard-debates/rhr/document/49HansD_20100209/volume-660-week-33-tuesday-9-february-2010,09-Feb-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 9 February 2010  ",708,3401,52708,1.3254455593829564,
2018-01-10 16:33:27.229267,/en/pb/hansard-debates/rhr/document/49HansD_20100210/volume-660-week-33-wednesday-10-february-2010,10-Feb-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 10 February 2010  ",1306,3515,53269,2.3930371049015116,
2018-01-10 16:33:29.686418,/en/pb/hansard-debates/rhr/document/49HansD_20100211/volume-660-week-33-thursday-11-february-2010,11-Feb-2010  ,"Parliamentary Debates (Hansard) for Thursday, 11 February 2010  ",339,1872,29837,1.123409331919406,
2018-01-10 16:33:31.595635,/en/pb/hansard-debates/rhr/document/49HansD_20100216/volume-660-week-34-tuesday-16-february-2010,16-Feb-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 16 February 2010  ",412,3209,50834,0.8039651875268313,
2018-01-10 16:33:34.078214,/en/pb/hansard-debates/rhr/document/49HansD_20100217/volume-660-week-34-wednesday-17-february-2010,17-Feb-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 17 February 2010  ",300,3436,52681,0.5662407278080821,
2018-01-10 16:33:36.552876,/en/pb/hansard-debates/rhr/document/49HansD_20100218/volume-660-week-34-thursday-18-february-2010,18-Feb-2010  ,"Parliamentary Debates (Hansard) for Thursday, 18 February 2010  ",197,1770,30138,0.6494148673149827,
2018-01-10 16:33:39.016736,/en/pb/hansard-debates/rhr/document/49HansD_20100224/volume-660-week-35-tuesday-23-february-2010-continued,23-Feb-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 23 February 2010(continued on Wednesday, 24 February 2010)  ",327,6689,101269,0.3218630654750187,
2018-01-10 16:33:43.188473,/en/pb/hansard-debates/rhr/document/49HansD_20100223/volume-660-week-35-tuesday-23-february-2010,23-Feb-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 23 February 2010  ",292,3302,51257,0.5664513375623194,
2018-01-10 16:33:46.078182,/en/pb/hansard-debates/rhr/document/49HansD_20100225/volume-660-week-35-tuesday-23-february-2010-continued,23-Feb-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 23 February 2010(continued on Thursday, 25 February 2010)  ",123,3992,61228,0.20048572965395836,
2018-01-10 16:33:48.988067,/en/pb/hansard-debates/rhr/document/49HansD_20100316/volume-661-week-36-tuesday-16-march-2010,16-Mar-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 16 March 2010  ",573,3127,50023,1.1325005929322476,
2018-01-10 16:33:51.520231,/en/pb/hansard-debates/rhr/document/49HansD_20100317/volume-661-week-36-wednesday-17-march-2010,17-Mar-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 17 March 2010  ",1072,3103,50052,2.0968625303184414,
2018-01-10 16:33:53.919866,/en/pb/hansard-debates/rhr/document/49HansD_20100318/volume-661-week-36-thursday-18-march-2010,18-Mar-2010  ,"Parliamentary Debates (Hansard) for Thursday, 18 March 2010  ",292,2018,30428,0.9505208333333334,
2018-01-10 16:33:55.917548,/en/pb/hansard-debates/rhr/document/49HansD_20100323/volume-661-week-37-tuesday-23-march-2010,23-Mar-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 23 March 2010  ",2766,3622,46311,5.636041322819243,
2018-01-10 16:33:58.305453,/en/pb/hansard-debates/rhr/document/49HansD_20100324/volume-661-week-37-wednesday-24-march-2010,24-Mar-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 24 March 2010  ",901,3058,48403,1.8274379360700956,
2018-01-10 16:34:00.880395,/en/pb/hansard-debates/rhr/document/49HansD_20100325/volume-661-week-37-thursday-25-march-2010,25-Mar-2010  ,"Parliamentary Debates (Hansard) for Thursday, 25 March 2010  ",162,1843,30298,0.5318450426789232,
2018-01-10 16:34:02.788552,/en/pb/hansard-debates/rhr/document/49HansD_20100401/volume-661-week-38-tuesday-30-march-2010-continued,30-Mar-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 30 March 2010(continued on Thursday, 1 April 2010)  ",193,2792,46777,0.4109005748350011,
2018-01-10 16:34:05.211075,/en/pb/hansard-debates/rhr/document/49HansD_20100330/volume-661-week-38-tuesday-30-march-2010,30-Mar-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 30 March 2010  ",344,3224,51939,0.6579576535393914,
2018-01-10 16:34:08.146770,/en/pb/hansard-debates/rhr/document/49HansD_20100331/volume-661-week-38-tuesday-30-march-2010-continued,30-Mar-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 30 March 2010(continued on Wednesday, 31 March 2010)  ",370,6171,101476,0.36329360014138995,
2018-01-10 16:34:12.209003,/en/pb/hansard-debates/rhr/document/49HansD_20100420/volume-662-week-39-tuesday-20-april-2010,20-Apr-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 20 April 2010  ",1279,3009,45938,2.708770146345596,
2018-01-10 16:34:14.662790,/en/pb/hansard-debates/rhr/document/49HansD_20100421/volume-662-week-39-wednesday-21-april-2010,21-Apr-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 21 April 2010  ",374,3209,46552,0.7969995311767464,
2018-01-10 16:34:16.931283,/en/pb/hansard-debates/rhr/document/49HansD_20100422/volume-662-week-39-thursday-22-april-2010,22-Apr-2010  ,"Parliamentary Debates (Hansard) for Thursday, 22 April 2010  ",133,1872,31911,0.41505430033703655,
2018-01-10 16:34:18.941470,/en/pb/hansard-debates/rhr/document/49HansD_20100427/volume-662-week-40-tuesday-27-april-2010,27-Apr-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 27 April 2010  ",2282,3503,47234,4.608611357944906,
2018-01-10 16:34:21.476765,/en/pb/hansard-debates/rhr/document/49HansD_20100428/volume-662-week-40-wednesday-28-april-2010,28-Apr-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 28 April 2010  ",476,3103,45368,1.0383038129308089,
2018-01-10 16:34:23.693062,/en/pb/hansard-debates/rhr/document/49HansD_20100429/volume-662-week-40-thursday-29-april-2010,29-Apr-2010  ,"Parliamentary Debates (Hansard) for Thursday, 29 April 2010  ",119,1882,28930,0.4096526558573445,
2018-01-10 16:34:26.300313,/en/pb/hansard-debates/rhr/document/49HansD_20100504/volume-662-week-41-tuesday-4-may-2010,04-May-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 4 May 2010  ",240,2965,51060,0.4678362573099415,
2018-01-10 16:34:28.776471,/en/pb/hansard-debates/rhr/document/49HansD_20100505/volume-662-week-41-wednesday-5-may-2010,05-May-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 5 May 2010  ",1310,3257,45317,2.809530958457546,
2018-01-10 16:34:30.976584,/en/pb/hansard-debates/rhr/document/49HansD_20100506/volume-662-week-41-thursday-6-may-2010,06-May-2010  ,"Parliamentary Debates (Hansard) for Thursday, 6 May 2010  ",3293,2532,26902,10.905779102500414,
2018-01-10 16:34:32.959545,/en/pb/hansard-debates/rhr/document/49HansD_20100518/volume-663-week-42-tuesday-18-may-2010,18-May-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 18 May 2010  ",135,3523,49840,0.27013506753376687,
2018-01-10 16:34:35.541476,/en/pb/hansard-debates/rhr/document/49HansD_20100519/volume-663-week-42-wednesday-19-may-2010,19-May-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 19 May 2010  ",208,2955,51094,0.4054422829519317,
2018-01-10 16:34:41.661817,/en/pb/hansard-debates/rhr/document/49HansD_20100521/volume-663-week-42-thursday-20-may-2010-continued-on,20-May-2010  ,"Parliamentary Debates (Hansard) for Thursday, 20 May 2010(continued on Friday, 21 May 2010)  ",132,3202,51075,0.2577772570156424,
2018-01-10 16:34:44.009407,/en/pb/hansard-debates/rhr/document/49HansD_20100520/volume-663-week-42-thursday-20-may-2010,20-May-2010  ,"Parliamentary Debates (Hansard) for Thursday, 20 May 2010  ",209,3069,49804,0.4178913482494551,
2018-01-10 16:34:46.739424,/en/pb/hansard-debates/rhr/document/49HansD_20100525/volume-663-week-43-tuesday-25-may-2010,25-May-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 25 May 2010  ",817,3214,52028,1.5460308449238338,
2018-01-10 16:34:49.218957,/en/pb/hansard-debates/rhr/document/49HansD_20100526/volume-663-week-43-wednesday-26-may-2010,26-May-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 26 May 2010  ",288,3224,52478,0.545806011446765,
2018-01-10 16:34:51.694603,/en/pb/hansard-debates/rhr/document/49HansD_20100527/volume-663-week-43-thursday-27-may-2010,27-May-2010  ,"Parliamentary Debates (Hansard) for Thursday, 27 May 2010  ",226,1647,30327,0.7396982293064511,
2018-01-10 16:34:53.561618,/en/pb/hansard-debates/rhr/document/49HansD_20100601/volume-663-week-44-tuesday-1-june-2010,01-Jun-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 1 June 2010  ",481,2980,49526,0.9618653388525606,
2018-01-10 16:34:55.983528,/en/pb/hansard-debates/rhr/document/49HansD_20100602/volume-663-week-44-wednesday-2-june-2010,02-Jun-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 2 June 2010  ",897,3213,49202,1.7904548992993872,
2018-01-10 16:34:58.471123,/en/pb/hansard-debates/rhr/document/49HansD_20100603/volume-663-week-44-thursday-3-june-2010,03-Jun-2010  ,"Parliamentary Debates (Hansard) for Thursday, 3 June 2010  ",265,1591,27134,0.9671885835249462,
2018-01-10 16:35:00.264742,/en/pb/hansard-debates/rhr/document/49HansD_20100615/volume-664-week-45-tuesday-15-june-2010,15-Jun-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 15 June 2010  ",332,3238,51207,0.6441723743184773,
2018-01-10 16:35:02.829862,/en/pb/hansard-debates/rhr/document/49HansD_20100616/volume-664-week-45-wednesday-16-june-2010,16-Jun-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 16 June 2010  ",1255,3286,50916,2.405550976596193,
2018-01-10 16:35:05.327485,/en/pb/hansard-debates/rhr/document/49HansD_20100617/volume-664-week-45-thursday-17-june-2010,17-Jun-2010  ,"Parliamentary Debates (Hansard) for Thursday, 17 June 2010  ",871,1747,28658,2.9496427241017305,
2018-01-10 16:35:07.483492,/en/pb/hansard-debates/rhr/document/49HansD_20100623/volume-664-week-46-tuesday-22-june-2010-continued-on,22-Jun-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 22 June 2010(continued on Wednesday, 23 June 2010)  ",374,6365,102726,0.3627546071774976,
2018-01-10 16:35:11.303997,/en/pb/hansard-debates/rhr/document/49HansD_20100622/volume-664-week-46-tuesday-22-june-2010,22-Jun-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 22 June 2010  ",1364,3413,50361,2.6370227162880617,
2018-01-10 16:35:13.743095,/en/pb/hansard-debates/rhr/document/49HansD_20100624/volume-664-week-46-tuesday-22-june-2010-continued-on,22-Jun-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 22 June 2010(continued on Thursday, 24 June 2010)  ",1047,4205,59747,1.722209428562029,
2018-01-10 16:35:16.589570,/en/pb/hansard-debates/rhr/document/49HansD_20100629/volume-664-week-47-tuesday-29-june-2010,29-Jun-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 29 June 2010  ",336,2817,47743,0.6988498096882215,
2018-01-10 16:35:18.930511,/en/pb/hansard-debates/rhr/document/49HansD_20100630/volume-664-week-47-wednesday-30-june-2010,30-Jun-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 30 June 2010  ",240,3524,51709,0.4619915686538721,
2018-01-10 16:35:21.376870,/en/pb/hansard-debates/rhr/document/49HansD_20100701/volume-664-week-47-thursday-1-july-2010,01-Jul-2010  ,"Parliamentary Debates (Hansard) for Thursday, 1 July 2010  ",1172,2175,26871,4.179296081018436,
2018-01-10 16:35:23.247584,/en/pb/hansard-debates/rhr/document/49HansD_20100720/volume-665-week-48-tuesday-20-july-2010,20-Jul-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 20 July 2010  ",194,2824,52732,0.36654952197407703,
2018-01-10 16:35:25.746342,/en/pb/hansard-debates/rhr/document/49HansD_20100721/volume-665-week-48-wednesday-21-july-2010,21-Jul-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 21 July 2010  ",1534,3313,50469,2.9498298175105284,
2018-01-10 16:35:28.094330,/en/pb/hansard-debates/rhr/document/49HansD_20100722/volume-665-week-48-thursday-22-july-2010,22-Jul-2010  ,"Parliamentary Debates (Hansard) for Thursday, 22 July 2010  ",99,1727,31374,0.31455533314269374,
2018-01-10 16:35:29.965312,/en/pb/hansard-debates/rhr/document/49HansD_20100727/volume-665-week-49-tuesday-27-july-2010,27-Jul-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 27 July 2010  ",1135,3264,51215,2.1680993314231136,
2018-01-10 16:35:32.614280,/en/pb/hansard-debates/rhr/document/49HansD_20100728/volume-665-week-49-wednesday-28-july-2010,28-Jul-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 28 July 2010  ",2193,3324,47382,4.423600605143721,
2018-01-10 16:35:34.987899,/en/pb/hansard-debates/rhr/document/49HansD_20100729/volume-665-week-49-thursday-29-july-2010,29-Jul-2010  ,"Parliamentary Debates (Hansard) for Thursday, 29 July 2010  ",227,1796,29703,0.7584363514868026,
2018-01-10 16:35:36.936592,/en/pb/hansard-debates/rhr/document/49HansD_20100803/volume-665-week-50-tuesday-3-august-2010,03-Aug-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 3 August 2010  ",198,3023,52463,0.3759898216896755,
2018-01-10 16:35:39.547647,/en/pb/hansard-debates/rhr/document/49HansD_20100804/volume-665-week-50-wednesday-4-august-2010,04-Aug-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 4 August 2010  ",591,3113,51712,1.1299543047243943,
2018-01-10 16:35:42.025375,/en/pb/hansard-debates/rhr/document/49HansD_20100805/volume-665-week-50-thursday-5-august-2010,05-Aug-2010  ,"Parliamentary Debates (Hansard) for Thursday, 5 August 2010  ",576,2145,32043,1.7658419939299181,
2018-01-10 16:35:44.036104,/en/pb/hansard-debates/rhr/document/49HansD_20100817/volume-665-week-51-tuesday-17-august-2010,17-Aug-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 17 August 2010  ",165,3243,52685,0.3122043519394513,
2018-01-10 16:35:46.809834,/en/pb/hansard-debates/rhr/document/49HansD_20100818/volume-665-week-51-wednesday-18-august-2010,18-Aug-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 18 August 2010  ",1223,3701,53157,2.2489885987495404,
2018-01-10 16:35:49.264356,/en/pb/hansard-debates/rhr/document/49HansD_20100819/volume-665-week-51-thursday-19-august-2010,19-Aug-2010  ,"Parliamentary Debates (Hansard) for Thursday, 19 August 2010  ",86,2155,31457,0.2726436927368988,
2018-01-10 16:35:51.285839,/en/pb/hansard-debates/rhr/document/49HansD_20100824/volume-666-week-52-tuesday-24-august-2010,24-Aug-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 24 August 2010  ",124,2781,49817,0.2482929857231533,
2018-01-10 16:35:54.033068,/en/pb/hansard-debates/rhr/document/49HansD_20100825/volume-666-week-52-tuesday-24-august-2010-continued,24-Aug-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 24 August 2010(continued on Wednesday, 25 August 2010)  ",207,6152,102594,0.20135990895030204,
2018-01-10 16:35:57.998034,/en/pb/hansard-debates/rhr/document/49HansD_20100826/volume-666-week-52-tuesday-24-august-2010-continued,24-Aug-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 24 August 2010(continued on Thursday, 26 August 2010)  ",74,3053,48889,0.1511345301554235,
2018-01-10 16:36:00.434888,/en/pb/hansard-debates/rhr/document/49HansD_20100907/volume-666-week-53-tuesday-7-september-2010,07-Sep-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 7 September 2010  ",1496,2999,49533,2.9316663073938347,
2018-01-10 16:36:02.741681,/en/pb/hansard-debates/rhr/document/49HansD_20100908/volume-666-week-53-wednesday-8-september-2010,08-Sep-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 8 September 2010  ",373,2562,47104,0.7856435747835794,
2018-01-10 16:36:04.964888,/en/pb/hansard-debates/rhr/document/49HansD_20100909/volume-666-week-53-thursday-9-september-2010,09-Sep-2010  ,"Parliamentary Debates (Hansard) for Thursday, 9 September 2010  ",125,1757,29592,0.42063465356529933,
2018-01-10 16:36:06.812723,/en/pb/hansard-debates/rhr/document/49HansD_20100914/volume-666-week-54-tuesday-14-september-2010,14-Sep-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 14 September 2010  ",369,2924,52001,0.7046018713003628,
2018-01-10 16:36:09.226306,/en/pb/hansard-debates/rhr/document/49HansD_20100915/volume-666-week-54-wednesday-15-september-2010,15-Sep-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 15 September 2010  ",2413,3464,49500,4.6481613468687994,
2018-01-10 16:36:11.839033,/en/pb/hansard-debates/rhr/document/49HansD_20100916/volume-666-week-54-thursday-16-september-2010,16-Sep-2010  ,"Parliamentary Debates (Hansard) for Thursday, 16 September 2010  ",93,1840,29043,0.3191927512355848,
2018-01-10 16:36:13.751812,/en/pb/hansard-debates/rhr/document/49HansD_20100921/volume-667-week-55-tuesday-21-september-2010,21-Sep-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 21 September 2010  ",205,3128,49550,0.4120188925736107,
2018-01-10 16:36:16.345190,/en/pb/hansard-debates/rhr/document/49HansD_20100922/volume-667-week-55-wednesday-22-september-2010,22-Sep-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 22 September 2010  ",2011,3681,48116,4.011810002593413,
2018-01-10 16:36:18.722471,/en/pb/hansard-debates/rhr/document/49HansD_20100923/volume-667-week-55-thursday-23-september-2010,23-Sep-2010  ,"Parliamentary Debates (Hansard) for Thursday, 23 September 2010  ",81,1862,30742,0.26279077312396587,
2018-01-10 16:36:20.646646,/en/pb/hansard-debates/rhr/document/49HansD_20101012/volume-667-week-56-tuesday-12-october-2010,12-Oct-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 12 October 2010  ",1146,2801,47404,2.360453141091658,
2018-01-10 16:36:22.976802,/en/pb/hansard-debates/rhr/document/49HansD_20101013/volume-667-week-56-wednesday-13-october-2010,13-Oct-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 13 October 2010  ",347,3048,47957,0.7183670089433587,
2018-01-10 16:36:25.298206,/en/pb/hansard-debates/rhr/document/49HansD_20101014/volume-667-week-56-thursday-14-october-2010,14-Oct-2010  ,"Parliamentary Debates (Hansard) for Thursday, 14 October 2010  ",141,2001,32105,0.4372635365626744,
2018-01-10 16:36:27.204695,/en/pb/hansard-debates/rhr/document/49HansD_20101019/volume-667-week-57-tuesday-19-october-2010,19-Oct-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 19 October 2010  ",1480,2965,48379,2.968370805671995,
2018-01-10 16:36:29.739373,/en/pb/hansard-debates/rhr/document/49HansD_20101020/volume-667-week-57-wednesday-20-october-2010,20-Oct-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 20 October 2010  ",242,3057,50971,0.47253627008767307,
2018-01-10 16:36:32.213732,/en/pb/hansard-debates/rhr/document/49HansD_20101021/volume-667-week-57-thursday-21-october-2010,21-Oct-2010  ,"Parliamentary Debates (Hansard) for Thursday, 21 October 2010  ",2089,2292,27804,6.988258120630248,
2018-01-10 16:36:34.040374,/en/pb/hansard-debates/rhr/document/49HansD_20101026/volume-668-week-58-tuesday-26-october-2010,26-Oct-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 26 October 2010  ",96,3101,46802,0.20469956074885923,
2018-01-10 16:36:36.566011,/en/pb/hansard-debates/rhr/document/49HansD_20101027/volume-668-week-58-wednesday-27-october-2010,27-Oct-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 27 October 2010  ",199,3085,45989,0.4308478392656101,
2018-01-10 16:36:39.079613,/en/pb/hansard-debates/rhr/document/49HansD_20101028/volume-668-week-58-thursday-28-october-2010,28-Oct-2010  ,"Parliamentary Debates (Hansard) for Thursday, 28 October 2010  ",152,3105,50101,0.3024695043082005,
2018-01-10 16:36:41.608966,/en/pb/hansard-debates/rhr/document/49HansD_20101029/volume-668-week-58-thursday-28-october-2010-continued,28-Oct-2010  ,"Parliamentary Debates (Hansard) for Thursday, 28 October 2010(continued on Friday, 29 October 2010)  ",71,2034,35243,0.20105340658095938,
2018-01-10 16:36:43.659283,/en/pb/hansard-debates/rhr/document/49HansD_20101109/volume-668-week-59-tuesday-9-november-2010,09-Nov-2010  ,"Parliamentary Debates (Hansard) for Tuesday, 9 November 2010  ",583,3041,49057,1.1744560838033844,
2018-01-10 16:36:46.080889,/en/pb/hansard-debates/rhr/document/49HansD_20101110/volume-668-week-58-wednesday-10-november-2010,10-Nov-2010  ,"Parliamentary Debates (Hansard) for Wednesday, 10 November 2010  ",811,3659,50434,1.5825934237486583,
2018-01-10 16:36:48.527258,/en/pb/hansard-debates/rhr/document/49HansD_20101111/volume-668-week-59-thursday-11-november-2010,11-Nov-2010  ,"Parliamentary Debates (Hansard) for Thursday, 11 November 2010  ",137,1838,31487,0.43321527953453076,
