retrieved,url,name,period,session,format,downloaded,processed
2018-02-20 23:21:06.588585,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019929949,276,24 June 1947 – 29 July 1947,28th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:12.478092,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019929956,277,30 July 1947 – 2 September 1947,28th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:10.060373,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019929964,278,3 September 1947 – 16 October 1947,28th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:12.852111,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001757772,279,17 October 1947 – 27 November 1947,28th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:55.038957,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841334,280,22 June 1948 – 20 July 1948,28th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:15.027908,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841342,281,21 July 1948 – 18 August 1948,28th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:13.630043,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841359,282,19 August 1948 – 21 September 1948,28th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:14.186848,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841367,283,22 September 1948 – 29 October 1948,28th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:13.789049,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841375,284,2 November 1948 – 3 December 1948,28th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:12.582097,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841383,285,28 June 1949 – 27 July 1949,28th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:13.730049,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841391,286,28 July 1949 – 25 August 1949,28th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:12.952120,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841409,287,26 August 1949 – 29 September 1949,28th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:11.942062,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841417,288,30 September 1949 – 21 October 1949,28th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:13.606037,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841425,289,27 June 1950 – 2 August 1950,29th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.041305,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841433,290,3 August 1950 – 31 August 1950,29th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:14.788895,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841441,291,1 September 1950 – 4 October 1950,29th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:14.285876,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841490,292,5 October 1950 – 2 November 1950,29th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:38.581927,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841508,293,3 November 1950 – 1 December 1950,29th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:52.306805,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841516,294,26 June 1951 – 13 July 1951,29th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:52.278506,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841532,295,25 September 1951 – 14 November 1951,30th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:54.140571,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841540,296,15 November 1951 – 6 December 1951,30th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:55.520827,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841557,297,25 June 1952 – 15 August 1952,30th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:55.708277,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841565,298,19 August 1952 – 24 October 1952,30th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:55.727291,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841573,299,8 April 1953 – 9 September 1953,30th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:55.282250,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841581,300,10 September 1953 – 27 October 1953,30th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:55.454091,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841599,301,28 October 1953 – 27 November 1953,30th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:45.122982,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841607,302,12 January 1954 – 13 January 1954,30th Parliament: 4th session,OCR,True,True
2018-02-20 23:21:58.806693,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841615,303,22 June 1954 – 5 August 1954,30th Parliament: 5th session,OCR,True,True
2018-02-20 23:21:55.371269,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841623,304,6 August 1954 – 1 October 1954,30th Parliament: 5th session,OCR,True,True
2018-02-20 23:21:55.643285,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841631,305,22 March 1955 – 6 May 1955,31st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.294310,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841649,306,19 July 1955 – 19 August 1955,31st Parliament: 1st session,OCR,True,True
2018-02-20 23:21:58.286662,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940051,307,23 August 1955 – 28 October 1955,31st Parliament: 1st session,OCR,True,True
2018-02-20 23:21:53.736936,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841664,308,4 April 1956 – 10 May 1956,31st Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:52.942854,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841672,309,7 August 1956 – 12 September 1956,31st Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:54.606601,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001758010,310,13 September 1956 – 26 October 1956,31st Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:53.130876,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841680,311,11 June 1957 – 11 July 1957,31st Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:56.703346,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841698,312,12 July 1957 – 9 August 1957,31st Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:57.877478,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841706,313,13 August 1957 – 18 September 1957,31st Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:57.604474,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841714,314,19 September 1957 – 25 October 1957,31st Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:54.893615,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841722,315,21 January 1958 – 31 January 1958,32nd Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.032429,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841730,316,10 June 1958 – 23 July 1958,32nd Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:57.501322,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841748,317,24 July 1958 – 22 August 1958,32nd Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:53.997576,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841755,318,26 August 1958 – 3 October 1958,32nd Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:52.240495,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841763,319,24 June 1959 – 29 July 1959,32nd Parliament: 3rd session,OCR,True,True
2018-02-20 23:23:41.573657,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841771,320,30 July 1959 – 9 September 1959,32nd Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:55.018102,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841789,321,10 September 1959 – 23 October 1959,32nd Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:46.981086,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841797,322,22 June 1960 – 26 July 1960,32nd Parliament: 4th session,OCR,True,True
2018-02-20 23:21:57.035429,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841805,323,27 July 1960 – 26 August 1960,32nd Parliament: 4th session,OCR,True,True
2018-02-20 23:21:45.441998,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841813,324,30 August 1960 – 7 October 1960,32nd Parliament: 4th session,OCR,True,True
2018-02-20 23:21:54.655599,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841821,325,11 October 1960 – 28 October 1960,32nd Parliament: 4th session,OCR,True,True
2018-02-20 23:22:55.572957,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019969218,326,29 June 1961 – 1 August 1961,33rd Parliament: 1st session,OCR,True,True
2018-02-20 23:21:52.616833,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841839,327,2 August 1961 – 5 September 1961,33rd Parliament: 1st session,OCR,True,True
2018-02-20 23:21:54.261579,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841847,328,6 September 1961 – 12 October 1961,33rd Parliament: 1st session,OCR,True,True
2018-02-20 23:21:54.070566,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841854,329,13 October 1961 – 1 December 1961,33rd Parliament: 1st session,OCR,True,True
2018-02-20 23:21:55.431271,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841862,330,7 June 1962 – 25 July 1962,33rd Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:53.084874,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841870,331,26 July 1962 – 7 September 1962,33rd Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:58.262660,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841888,332,9 October 1962 – 21 November 1962,33rd Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:54.162574,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841896,333,22 November 1962 – 14 December 1962,33rd Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:55.165247,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841904,334,12 February 1963,33rd Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:56.650329,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841912,335,20 June 1963 – 2 August 1963,33rd Parliament: 4th session,OCR,True,True
2018-02-20 23:21:55.108244,https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019841920,336,13 August 1963 – 27 September 1963,33rd Parliament: 4th session,OCR,True,True
2018-02-20 23:21:53.018858,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745553,337,1 October 1963 – 25 October 1963,33rd Parliament: 4th session,OCR,True,True
2018-02-20 23:21:54.542610,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745561,338,10 June 1964 – 17 July 1964,34th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.255442,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745579,339,4 August 1964 – 15 September 1964,34th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:53.883569,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745587,340,16 September 1964 – 29 October 1964,34th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.275444,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745595,341,30 October 1964 – 4 December 1964,34th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:55.062964,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745603,342,27 May 1965 – 8 July 1965,34th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:56.199304,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745611,343,9 July 1965 – 27 August 1965,34th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:56.808512,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745629,344,31 August 1965 - 1 October 1965,34th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:52.541831,https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001745637,345,5 October 1965 – 1 November 1965,34th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:54.144570,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940052,346,26 May 1966 – 30 June 1966,34th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:57.400449,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940053,347,1 July 1966 – 16 August 1966,34th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:56.973423,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940054,348,17 August 1966 – 29 September 1966,34th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:55.546265,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940055,349,30 September 1966 – 29 October 1966,34th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:55.144243,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940056,350,26 April 1967 – 1 June 1967,35th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.557457,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940057,351,2 June 1967 – 19 July 1967,35th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.277443,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940058,352,20 July 1967 – 13 September 1967,35th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:56.781388,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940059,353,14 September 1967 – 2 November 1967,35th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:52.886635,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940060,354,3 November 1967 – 24 November 1967,35th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.843488,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940061,355,26 June 1968 – 30 July 1968,35th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:57.742482,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940062,356,31 July 1968 – 13 September 1968,35th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:56.770389,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940063,357,17 September 1968 – 30 October 1968,35th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:55.954289,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940064,358,31 October 1968 – 4 December 1968,35th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:54.475066,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940065,359,5 December 1968 – 19 December 1968,35th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:55.346088,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940066,360,15 May 1969 – 25 June 1969,35th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:56.056248,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940067,361,26 June 1969 – 25 July 1969,35th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:57.936353,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940068,362,5 August 1967 – 9 September 1969,35th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:52.402606,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940069,363,10 September 1969 – 2 October 1969,35th Parliament: 3rd session,OCR,True,True
2018-02-20 23:23:23.469454,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940070,364,3 October 1969 – 24 October 1969,35th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:52.412607,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940071,365,12 March 1970 – 24 April 1970,36th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:55.830258,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940072,366,19 May 1970 – 8 July 1970,36th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:56.999290,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940073,367,9 July 1970 – 21 August 1970,36th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:51.387127,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940078,368,25 August 1970 – 25 September 1970,36th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.806337,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940079,369,29 September 1970 – 29 October 1970,36th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.503321,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940080,370,30 October 1970 – 3 December 1970,36th Parliament: 1st session,OCR,True,True
2018-02-20 23:23:41.284640,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940081,371,25 February 1971 – 24 March 1971,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:56.940286,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940127,372,9 June 1971 – 7 July 1971,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:42.820500,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940076,373,8 July 1971 – 20 August 1971,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:43.038514,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940077,374,24 August 1971 – 21 September 1971,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:43.587544,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940074,375,22 September 1971 – 28 October 1971,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:41.471424,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940075,376,29 October 1971 – 19 November 1971,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:42.562517,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940128,377,23 November 1971 – 17 December 1971,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:42.535483,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940129,378,7 June 1972 – 6 July 1972,36th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:43.126530,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940130,379,7 July 1972 – 9 August 1972,36th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:42.920505,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940131,380,10 August 1972 – 14 September 1972,36th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:43.488538,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940132,381,15 September 1972 – 20 October 1972,36th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:43.065516,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940133,382,14 February 1973 – 16 March 1973,37th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:43.665547,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940134,383,5 June 1973 – 29 June 1973,37th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:43.192521,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940135,384,3 July 1973 – 31 July 1973,37th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:43.314550,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940136,385,1 August 1973 – 13 September 1973,37th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:43.984567,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940137,386,14 September 1973 – 12 October 1973,37th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:46.820079,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940138,387,16 October 1973 – 7 November 1973,37th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:46.393053,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940139,388,8 November 1973 – 23 November 1973,37th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:50.049241,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940140,389,4 February 1974 – 14 March 1974,37th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:46.744075,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940141,390,15 March 1974 – 7 June 1974,37th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:52.810857,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940142,391,11 June 1974 – 5 July 1974,36th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:51.814613,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940143,392,9 July 1974 – 1 August 1974,37th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:54.145571,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940144,393,2 August 1974 – 3 September 1974,37th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:50.922290,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940145,394,17 September 1974 – 10 October 1974,37th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:54.036579,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940146,395,11 October 1974 – 8 November 1974,37th Parliament: 2nd session,OCR,True,True
2018-02-20 23:21:53.489885,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940147,396,25 March 1975 – 23 April 1975,37th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:55.344252,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940148,397,24 April 1975 – 30 May 1975,37th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:57.504486,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940149,398,3 June 1975 – 24 June 1975,37th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:55.809280,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940150,399,25 June 1975 – 22 July 1975,37th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:51.886600,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940151,400,23 July 1975 – 29 August 1975,37th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:57.695466,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940152,401,2 September 1975 – 26 September 1975,37th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:56.007295,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940153,402,30 September 1975 – 10 October 1975,37th Parliament: 3rd session,OCR,True,True
2018-02-20 23:21:58.211660,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940154,403,22 June 1976 – 20 July 1976,38th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:56.705346,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940155,404,21 July 1976 – 11 August 1976,38th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.720466,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940156,405,12 August 1976 – 7 September 1976,38th Parliament: 1st session,OCR,True,True
2018-02-20 23:21:57.826472,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940157,406,8 September 1976 – 13 October 1976,38th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:58.383372,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940158,407,14 October 1976 – 12 November 1976,38th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:54.324260,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940159,408,16 November 1976 – 14 December 1976,38th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:56.113252,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940160,409,28 February 1977,38th Parliament: 2nd session,OCR,True,True
2018-02-20 23:23:41.577658,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940161,410,19 May 1977 – 16 June 1977,38th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:53.303663,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940162,411,17 June 1977 – 21 July 1977,38th Parliament: 3rd session,OCR,True,True
2018-02-20 23:23:42.266697,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940163,412,22 July 1977 – 19 August 1977,38th Parliament: 3rd session,OCR,True,True
2018-02-20 23:23:41.920675,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940164,413,23 August 1977 – 21 September 1977,38th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:32.656716,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940165,414,22 September 1977 – 25 October 1977,38th Parliament: 3rd session,OCR,True,True
2018-02-20 23:23:41.568656,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940166,415,26 October 1977 – 22 November 1977,38th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:28.010673,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940167,416,23 November 1977 – 16 December 1977,38th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:50.133203,https://babel.hathitrust.org/cgi/ssd?id=uc1.b2940168,417,10 May 1978 – 14 June 1978,38th Parliament: 4th session,OCR,True,True
2018-02-20 23:22:22.890468,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3103120,418,15 June 1978 – 12 July 1978,38th Parliament: 4th session,OCR,True,True
2018-02-20 23:22:55.029071,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3103121,419,13 July 1978 - 15 August 1978,38th Parliament: 4th session,OCR,True,True
2018-02-20 23:22:56.238247,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3103122,420,16 August 1978 – 14 September 1978,38th Parliament: 4th session,OCR,True,True
2018-02-20 23:22:53.365664,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281372,421,15 September 1978 – 6 October 1978,38th Parliament: 4th session,OCR,True,True
2018-02-20 23:22:53.087646,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281373,422,16 May 1979 – 14 June 1979,39th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:52.860635,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281374,423,15 June 1979 – 13 July 1979,39th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:46.748120,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281375,424,17 July 1979 – 15 August 1979,39th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:50.442461,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281376,425,16 August 1979 – 20 September 1979,39th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:45.468216,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281377,426,21 September 1979 – 25 October 1979,39th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:56.093239,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281378,427,26 October 1979 – 6 December 1979,39th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:46.386102,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281379,428,7 December 1979 – 14 December 1979,39th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:53.467668,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281380,429,15 May 1980 - 11 June 1980,39th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:53.090646,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281381,430,12 June 1980 – 8 July 1980,39th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:50.300455,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281382,431,9 July 1980 – 30 July 1980,39th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:51.131517,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281383,432,31 July 1980 – 28 August 1980,39th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:51.933580,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281384,433,29 August 1980 – 1 October 1980,39th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:54.390637,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281385,434,2 October 1980 – 5 November 1980,39th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:49.645650,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281386,435,6 November 1980 – 27 November 1980,39th Parliament: 2nd session,OCR,True,True
