retrieved,url,name,period,session,format,downloaded,processed
2018-02-20 23:22:57.886344,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281387,436,28 November 1980 – 12 December 1980,39th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:53.871697,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281388,437,28 May 1981 – 23 June 1981,39th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:52.516612,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281389,438,24 June 1981 – 16 July 1981,39th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:50.685479,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281390,439,17 July 1981 - 7 August 1981,39th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:56.949301,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281391,440,11 August 1981 – 9 September 1981,39th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:50.272939,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281392,441,10 September 1981 – 9 October 1981,39th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:51.840574,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281393,442,13 October 1981 – 23 October 1981,39th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:49.722654,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281394,443,6 April 1982 – 4 May 1982,40th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:52.723625,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281395,444,5 May 1982 – 30 July 1982,40th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.557321,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281396,445,3 August 1982 – 20 August 1982,40th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:53.810690,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281397,446,24 August 1982 – 16 September 1982,40th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:55.610945,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281398,447,17 September 1982 – 15 October 1982,40th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:56.004233,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281399,448,19 October 1982 – 26 November 1982,40th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:54.544056,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281400,449,30 November 1982 - 17 December 1982,40th Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.609333,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281401,450,7 April 1983 – 4 May 1983,40th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:58.271365,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281402,451,31 May 1983 – 18 August 1983,40th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:55.862238,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281403,452,19 August 1983 – 14 September 1983,40th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:57.513322,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281404,453,15 September 1983 – 20 October 1983,40th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:56.123252,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281405,454,21 October 1983 – 18 November 1983,40th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:56.996322,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281406,455,22 November 1983 – 16 December 1983,40th Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:54.796055,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281407,456,31 May 1984 – 14 June 1984,40th Parliament: 3rd session,OCR,True,True
2018-02-20 23:22:55.696247,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281408,457,15 August 1984 – 3 October 1984,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:55.796232,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281409,458,4 October 1984 – 8 November 1984,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:55.650949,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281410,459,13 November 1984 - 5 December 1984,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:56.183246,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281411,460,6 December 1984 – 20 February 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:54.974079,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281412,461,21 February 1985 – 21 March 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.706333,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281413,462,22 March 1985 – 7 June 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:58.233364,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281414,463,11 June 1985 – 11 July 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.826338,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281415,464,12 July 1985 – 26 July 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.945357,https://babel.hathitrust.org/cgi/ssd?id=uc1.b3281416,465,6 August 1985 – 12 September 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.807338,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625253,466,17 September 1985 – 23 October 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:54.619045,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625295,467,24 October 1985 – 21 November 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:57.740331,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625279,468,26 November 1985 – 12 December 1985,41st Parliament: 1st session,OCR,True,True
2018-02-20 23:22:58.420889,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625238,469,26 February 1986 - 26 March 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:57.157302,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625196,470,8 April 1986 – 29 April 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:56.407258,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625154,471,27 May 1986 – 19 June 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:57.263310,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625071,472,1 July 1986 – 17 July 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:58.300366,https://babel.hathitrust.org/cgi/ssd?id=uc1.31158012952981,473,29 July 1986 – 14 August 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:57.475323,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625113,474,9 September 1986 – 2 October 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:49.730656,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625030,475,14 October 1986 – 26 November 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:57.719344,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107624991,476,27 November 1986 – 11 December 1986,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:53.658679,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107624959,477,16 December 1986 – 12 February 1987,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:22:56.029254,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107624918,478,17 February 1987 – 12 March 1987,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:38:04.779317,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107624876,479,17 March 1987 – 9 April 1987,41st Parliament: 2nd session,OCR,True,True
2018-02-20 23:38:04.632295,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107624835,480,28 April 1987 – 4 June 1987,41st Parliament: 2nd session,OCR,True,True
2018-02-24 22:55:52.927645,https://babel.hathitrust.org/cgi/ssd?id=uc1.l0107625261,481,9 June 1987 – 24 June 1987,41st Parliament: 2nd session,OCR,True,True
2018-02-24 22:55:52.529591,https://babel.hathitrust.org/cgi/ssd?id=uc1.31158012809637,482,30 June 1987 – 29 July 1987,41st Parliament: 2nd session,OCR,True,True
2018-02-25 14:22:08.364405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQWs5VVd6YUd0R2c/view,483,16 September 1987 – 15 October 1987,42nd Parliament: 1st session,PDF,True,True
2018-02-25 14:22:08.365405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CSlI5Q1poWFpEME0/view?usp=sharing,484,20 October 1987 – 26 November 1987,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.365405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CMjY2eFhEaVNwb1k/view?usp=sharing,485,1 December 1987 – 8 December 1987,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.366403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CNC1DSENQYllwNDg/view?usp=sharing,486,16 February 1988 – 3 March 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.366403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWld1ZmtKMlBJcW8/view?usp=sharing,487,15 March 1988 – 29 March 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.366403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQktwV2J4THJHX2c/view?usp=sharing,488,19 April 1988 – 5 May 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.366403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CVkZpUTJnQ2JPSlk/view?usp=sharing,489,7 June 1988 – 30 June 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.367403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CR3B3cVp2VGUteW8/view?usp=sharing,490,12 July 1988 – 28 July 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.367403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CTGRwUVJfRzhYWkk/view?usp=sharing,491,9 August 1988 – 25 August 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.368406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CeUN2b0dmWFdGT0U/view?usp=sharing,492,6 September 1988 – 6 October 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.368406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CdkVURFJFYy00Vkk/view?usp=sharing,493,11 October 1988 – 10 November 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.368406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWHhaX0lxTkVWOG8/view?usp=sharing,494,15 November 1988 – 24 November 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.369405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CMS1sVnRTcDFCcW8/view?usp=sharing,495,6 December 1988 – 13 December 1988,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.369405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRUVkRm5HQkVBV28/view?usp=sharing,496,21 February 1989 – 21 March 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.369405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CLXdueVRrR0J4bDg/view?usp=sharing,497,11 April 1989 – 4 May 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.370403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWC1nUGVjYi1SWWM/view?usp=sharing,498,16 May 1989 – 1 June 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.370403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWkY2MDRXNTItMU0/view?usp=sharing,499,11 July 1989 – 27 July 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.370403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQlFWYV9mOENIN2M/view?usp=sharing,500,8 August 1989 – 24 August 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.371419,https://drive.google.com/file/d/0B1Iwfzv-Mt3CanhwMkc3SU1JUFU/view?usp=sharing,501,5 September 1989 – 21 September 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.371419,https://drive.google.com/file/d/0B1Iwfzv-Mt3CUVk2NjRUR09obTg/view?usp=sharing,502,3 October 1989 – 16 November 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.371419,https://drive.google.com/file/d/0B1Iwfzv-Mt3CODJCOUF3ZnZhaUU/view?usp=sharing,503,21 November 1989 – 5 December 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.372404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRGkzUEZVeVJPVkk/view?usp=sharing,504,12 December 1989 – 12 December 1989,42nd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.372404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CdWxGUXBBZlQwRWM/view?usp=sharing,505,14 February 1990 – 15 March 1990,42nd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.372404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CMTlPSU1pYXNidUU/view?usp=sharing,506,20 March 1990 – 11 April 1990,42nd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.373404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CTFJDVmljdmNkaXM/view?usp=sharing,507,15 May 1990 – 14 June 1990,42nd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.373404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CX3ViUzVHQVBPaGM/view?usp=sharing,508,19 June 1990 – 28 June 1990,42nd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.373404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CR1BOem9jczZKaGM/view?usp=sharing,509,10 July 1990 – 9 August 1990,42nd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.374403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQThIX1dNRTRTR1k/view?usp=sharing,510,14 August 1990 – 6 September 1990,42nd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.374403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWUsxaXZVY3pTckE/view?usp=sharing,511,28 November 1990 – 19 December 1990,43rd Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.374403,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWE8zVmF4OHh6RHc/view?usp=sharing,512,22 January 1991 – 6 March 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.375405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRFNtVmJFRUlxRVU/view?usp=sharing,513,12 March 1991 – 11 April 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.375405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQ0RkY1JMVmdzSXc/view?usp=sharing,514,16 April 1991 – 9 May 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.376405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CZExNYW95RnYtUEE/view?usp=sharing,515,28 May 1991 – 13 June 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.376405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CdnZCM19tZFhwUUk/view?usp=sharing,516,18 June 1991 – 4 July 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.376405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CR25CQ2RKeWpKVWc/view?usp=sharing,517,23 July 1991 – 30 July 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.377420,https://drive.google.com/file/d/0B1Iwfzv-Mt3Ca0dvVEZITEktRjQ/view?usp=sharing,518,5 August 1991 – 22 August 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.377420,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRFlIdlpzcEtlSzA/view?usp=sharing,519,24 September 1991 – 17 October 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.377420,https://drive.google.com/file/d/0B1Iwfzv-Mt3CNFZKRjV3RkhZTE0/view?usp=sharing,520,22 October 1991 – 21 November 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.378406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CR3g2OS1mWFloMW8/view?usp=sharing,521,26 November 1991 – 17 December 1991,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.378406,https://drive.google.com/file/d/0B1Iwfzv-Mt3COWEzN0ZXc2lyOWM/view?usp=sharing,522,3 March 1992 – 19 March 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.378406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CS09lbzlZdVJ6Tlk/view?usp=sharing,523,24 March 1992 – 9 April 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.379404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CcmFHbElzUWlISEU/view?usp=sharing,524,22 April 1992 – 7 May 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.379404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CeDhrTkxYUHdwRWs/view?usp=sharing,525,2 June 1992 – 18 June 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.379404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CbnJBSTdqRmotU0k/view?usp=sharing,526,23 June 1992 – 2 July 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.380405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRlo0cWJEeGNJTk0/view?usp=sharing,527,21 July 1992 – 30 July 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.382407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWFRGODBNemU5bms/view?usp=sharing,528,4 August 1992 – 20 August 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.382407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CbHdPQmt2azhGVzQ/view?usp=sharing,529,15 September 1992 – 1 October 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.383404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CdFpLQWVGdXhRQjA/view?usp=sharing,530,6 October 1992 – 22 October 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.383404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CazhqZGZYeG03ejg/view?usp=sharing,531,10 November 1992 – 26 November 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.383404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CZE8zRDNkT3AwOW8/view?usp=sharing,532,1 December 1992 – 17 December 1992,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.384404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CR3NMNXNSaUlmTVE/view?usp=sharing,533,23 February 1993 – 18 March 1993,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.384404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQVgzaERXNTFwVHc/view?usp=sharing,534,23 March 1993 – 27 April 1993,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.384404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CemR0eFlpVU80ejQ/view?usp=sharing,535,4 May 1993 – 17 June 1993,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.385406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CS05QQlRkaXFLNWc/view?usp=sharing,536,22 June 1993 – 22 July 1993,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.385406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CeXhhbHZHOXBSODQ/view?usp=sharing,537,27 July 1993 – 19 August 1993,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.385406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CcDYzMVJkRmY1TVE/view?usp=sharing,538,7 September 1993 – 23 September 1993,43rd Parliament : 2nd session,PDF,True,True
2018-02-25 14:22:08.386405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CYW10X0FqMXFmdlk/view?usp=sharing,539,21 December 1993 – 29 March 1994,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.386405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CNG5WSkRnZE1JVXM/view?usp=sharing,540,24 May 1994 – 16 June 1994,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.386405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQmdKeFM0M1Y1aHM/view?usp=sharing,541,21 June 1994 – 14 July 1994,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.387404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CYU5zNEtvTTBtQWs/view?usp=sharing,542,23 August 1994 – 15 September 1994,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.387404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CY083eGtIRDdCNzA/view?usp=sharing,543,27 September 1994 – 20 October 1994,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.387404,https://drive.google.com/file/d/0B1Iwfzv-Mt3CS1NZSmZka0s3akE/view?usp=sharing,544,8 November 1994 – 24 November 1994,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.388421,https://drive.google.com/file/d/0B1Iwfzv-Mt3CMENsNlp0VDBiOVE/view?usp=sharing,545,29 November 1994 – 8 December 1994,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.388421,https://drive.google.com/file/d/0B1Iwfzv-Mt3CM0JtUWJDa0kxcjA/view?usp=sharing,546,28 February 1995 – 23 March 1995,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.388421,https://drive.google.com/file/d/0B1Iwfzv-Mt3CYlVvdmctRDZ2b0k/view?usp=sharing,547,28 March 1995 – 8 June 1995,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.389406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRUd5dzdMSmlvcEk/view?usp=sharing,548,13 June 1995 – 20 July 1995,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.389406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CZE9Ga0ZHZ1h6cjA/view?usp=sharing,549,25 July 1995 – 17 August 1995,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.390406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CUk4yNHdBeGdnVUU/view?usp=sharing,550,12 September 1995 – 5 October 1995,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.390406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CbU91NjVLQm1MT2s/view?usp=sharing,551,10 October 1995 – 30 November 1995,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.390406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQWN6TTB1V1R2cU0/view?usp=sharing,552,5 December 1995 – 19 December 1995,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.390406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CM0IyOTQ4RXhJTHc/view?usp=sharing,553,20 February 1996 – 21 March 1996,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.391406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CSlRXZVlmdmM3VWM/view?usp=sharing,554,26 March 1996 – 2 May 1996,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.391406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQmF1X1FIajRlcXc/view?usp=sharing,555,7 May 1996 – 13 June 1996,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.391406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CLW5jY0E3N0I3Rlk/view?usp=sharing,556,18 June 1996 – 25 July 1996,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.392405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CVWJ4bmtIZTcxS2M/view?usp=sharing,557,30 July 1996 – 27 August 1996,44th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.392405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CR0txdk5wX25pek0/view?usp=sharing,558,12 December 1996 – 6 March 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.393407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CZVBYV1FWRm4zTms/view?usp=sharing,559,11 March 1997 – 1 May 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.393407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CaHRDRl93c2ZXNFU/view?usp=sharing,560,6 May 1997 – 12 June 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.393407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWU9ZSE4tR1RNZ3M/view?usp=sharing,561,17 June 1997 – 10 July 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.394406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CaXFSQy1iR2lySms/view?usp=sharing,562,22 July 1997 – 14 August 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.394406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CeE1ZSlJjVkVlVkk/view?usp=sharing,563,2 September 1997 – 25 September 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.394406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CTkdqZm5vWHd1QUk/view?usp=sharing,564,14 October 1997 – 13 November 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.395407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CaTB1cEd4STlsVXM/view?usp=sharing,565,18 November 1997 – 9 December 1997,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.395407,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cei1zZmg1STE3Ylk/view?usp=sharing,566,17 February 1998 – 10 March 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.395407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CN3I2RVppVnFVa2M/view?usp=sharing,567,17 March 1998 – 7 May 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.396406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CTnZlYWFhUWFGeTQ/view?usp=sharing,568,12 May 1998 – 28 May 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.396406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CT3VkLTZLMGE1Tnc/view?usp=sharing,569,16 June 1998 – 30 June 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.396406,https://drive.google.com/file/d/0B1Iwfzv-Mt3COVlnTmhDRFFuQ0E/view?usp=sharing,570,21 July 1998 – 13 August 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.397407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CZXRLSE8zNmdldzQ/view?usp=sharing,571,18 August 1998 – 17 September 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.397407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWGQ4d0FmdFVMTjg/view?usp=sharing,572,22 September 1998 – 5 November 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.398422,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cbm0xQUJEMHVmMzQ/view?usp=sharing,573,10 November 1998 – 24 November 1998,45th Parliament : 1st session,PDF,True,True
